filename,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
Bhujangasana/56-0.png,882.0,88.0,0.47193572,864.0,77.0,0.5394291,862.0,78.0,0.5613665,836.0,112.0,0.5552429,831.0,116.0,0.5709567,857.0,205.0,0.58040243,877.0,171.0,0.5974355,869.0,404.0,0.49258608,889.0,410.0,0.24021576,1008.0,534.0,0.5980482,1022.0,558.0,0.6528503,701.0,437.0,0.7763328,708.0,444.0,0.77122355,433.0,470.0,0.65558803,420.0,501.0,0.6303735,211.0,447.0,0.47772273,203.0,458.0,0.27571243,0,Bhujangasana
Bhujangasana/57-1.png,226.0,5.0,0.57401156,220.0,6.0,0.6617565,220.0,6.0,0.6797942,216.0,21.0,0.7978208,214.0,21.0,0.8041493,227.0,45.0,0.8409385,230.0,46.0,0.7906378,225.0,95.0,0.55814695,234.0,98.0,0.89607036,235.0,135.0,0.6638243,241.0,143.0,0.83352023,191.0,110.0,0.8245139,195.0,116.0,0.8147093,126.0,122.0,0.6749983,127.0,131.0,0.557019,54.0,116.0,0.6863749,50.0,120.0,0.44018346,0,Bhujangasana
Bhujangasana/58-0.png,137.0,4.0,0.7807173,145.0,8.0,0.6796195,146.0,8.0,0.65816927,135.0,35.0,0.80440325,136.0,34.0,0.8441156,101.0,73.0,0.8869524,113.0,67.0,0.8149385,77.0,167.0,0.6669283,86.0,161.0,0.3348984,65.0,250.0,0.86497545,97.0,233.0,0.27787682,134.0,200.0,0.8282398,141.0,197.0,0.8753675,285.0,239.0,0.85019827,284.0,235.0,0.75071436,430.0,246.0,0.82725954,420.0,237.0,0.8272653,0,Bhujangasana
Bhujangasana/6-0.png,69.0,9.0,0.7759037,83.0,12.0,0.78646183,82.0,11.0,0.769127,88.0,45.0,0.75673705,86.0,41.0,0.74962366,67.0,80.0,0.8448849,75.0,77.0,0.899466,63.0,170.0,0.8115696,74.0,156.0,0.8107444,52.0,245.0,0.79497904,66.0,212.0,0.6433956,132.0,202.0,0.8966447,136.0,185.0,0.6535604,255.0,224.0,0.7792078,252.0,199.0,0.8406669,383.0,224.0,0.50229573,356.0,196.0,0.83271235,0,Bhujangasana
Bhujangasana/60-0.png,336.0,29.0,0.79090315,324.0,24.0,0.8716033,323.0,25.0,0.56270593,302.0,45.0,0.83233184,302.0,48.0,0.78410673,304.0,100.0,0.83639956,306.0,103.0,0.87472713,342.0,188.0,0.6567421,341.0,194.0,0.9353271,372.0,240.0,0.8889034,378.0,260.0,0.9346833,274.0,221.0,0.68425834,273.0,227.0,0.88227564,159.0,245.0,0.7632316,157.0,254.0,0.832068,53.0,247.0,0.6163368,39.0,261.0,0.65900266,0,Bhujangasana
Bhujangasana/61-0.png,49.0,102.0,0.8427296,60.0,87.0,0.63305485,60.0,86.0,0.64308846,106.0,102.0,0.8632556,104.0,100.0,0.7839317,118.0,191.0,0.7830416,155.0,178.0,0.90486526,182.0,340.0,0.77252376,220.0,301.0,0.53620416,107.0,455.0,0.81821716,158.0,384.0,0.7208514,265.0,381.0,0.82659477,277.0,351.0,0.7467568,478.0,401.0,0.8091821,470.0,376.0,0.8207333,622.0,394.0,0.14507549,619.0,392.0,0.33313033,0,Bhujangasana
Bhujangasana/62-0.png,409.0,13.0,0.5708287,400.0,14.0,0.75968146,399.0,15.0,0.78015584,387.0,40.0,0.8054416,384.0,41.0,0.8223012,387.0,64.0,0.9367412,398.0,62.0,0.92296344,391.0,151.0,0.73091114,404.0,160.0,0.80200416,408.0,214.0,0.7932081,416.0,245.0,0.88255227,296.0,180.0,0.8450874,300.0,194.0,0.91778445,177.0,203.0,0.8088323,173.0,222.0,0.82674646,60.0,198.0,0.85896647,50.0,211.0,0.84927785,0,Bhujangasana
Bhujangasana/65-0.png,487.0,6.0,0.77349305,470.0,12.0,0.6754475,469.0,11.0,0.83378553,468.0,51.0,0.91006947,471.0,53.0,0.74538606,506.0,112.0,0.83477,515.0,118.0,0.68962395,560.0,238.0,0.48317665,578.0,241.0,0.694669,623.0,326.0,0.7660341,635.0,337.0,0.85123014,429.0,288.0,0.79307276,431.0,295.0,0.6969402,251.0,315.0,0.7701192,252.0,316.0,0.738292,99.0,316.0,0.77440315,98.0,319.0,0.5610042,0,Bhujangasana
Bhujangasana/66-0.png,146.0,100.0,0.38980693,151.0,86.0,0.4832463,154.0,87.0,0.49265674,168.0,101.0,0.5012195,177.0,102.0,0.5853925,145.0,184.0,0.73672867,167.0,174.0,0.827092,150.0,317.0,0.44944823,161.0,306.0,0.53490156,89.0,441.0,0.854096,98.0,428.0,0.64821255,282.0,379.0,0.80299556,287.0,370.0,0.7423476,446.0,434.0,0.78589964,445.0,426.0,0.6534816,646.0,446.0,0.7222794,580.0,437.0,0.2907612,0,Bhujangasana
Bhujangasana/68-0.png,169.0,0.0,0.70251375,177.0,10.0,0.8521658,176.0,9.0,0.8388939,162.0,38.0,0.66367126,163.0,37.0,0.7314111,120.0,69.0,0.810272,129.0,71.0,0.79824865,67.0,147.0,0.82119286,82.0,150.0,0.74778676,19.0,213.0,0.8194238,43.0,208.0,0.5922321,198.0,190.0,0.78264356,200.0,184.0,0.8059275,336.0,201.0,0.5575719,331.0,187.0,0.6243139,401.0,195.0,0.23590197,374.0,190.0,0.29151976,0,Bhujangasana
Bhujangasana/7-0.png,428.0,42.0,0.8162118,417.0,33.0,0.8983132,416.0,33.0,0.8047321,388.0,45.0,0.8403202,386.0,47.0,0.8343898,388.0,101.0,0.7558582,391.0,110.0,0.7637242,404.0,200.0,0.7344781,403.0,213.0,0.874535,431.0,259.0,0.6568537,446.0,296.0,0.78924286,347.0,231.0,0.8007896,348.0,249.0,0.8895404,216.0,251.0,0.83093345,204.0,274.0,0.7428756,97.0,250.0,0.89925814,73.0,266.0,0.94169056,0,Bhujangasana
Bhujangasana/70-0.png,542.0,58.0,0.73677784,537.0,46.0,0.87374854,529.0,45.0,0.8573662,506.0,50.0,0.63056743,490.0,52.0,0.71571374,513.0,110.0,0.7331406,446.0,105.0,0.851786,533.0,203.0,0.7330408,458.0,224.0,0.71543276,604.0,217.0,0.59099436,537.0,226.0,0.32373044,328.0,173.0,0.4910429,305.0,174.0,0.84177697,190.0,185.0,0.58747077,168.0,182.0,0.5389468,54.0,190.0,0.5328424,42.0,191.0,0.5826744,0,Bhujangasana
Bhujangasana/71-0.png,74.0,7.0,0.7139208,84.0,8.0,0.8827496,82.0,6.0,0.6246026,93.0,26.0,0.8777178,91.0,23.0,0.7147718,83.0,49.0,0.9006927,89.0,48.0,0.8485799,59.0,106.0,0.7779877,68.0,99.0,0.6565123,38.0,151.0,0.76607966,53.0,132.0,0.7823808,127.0,128.0,0.8554548,128.0,120.0,0.6161599,204.0,143.0,0.8328521,203.0,131.0,0.8728449,270.0,138.0,0.73604524,266.0,132.0,0.96771854,0,Bhujangasana
Bhujangasana/72-2.png,15.0,36.0,0.80085266,22.0,30.0,0.87832415,20.0,29.0,0.87263936,43.0,38.0,0.9408435,41.0,37.0,0.8410006,54.0,74.0,0.93666446,57.0,72.0,0.85828274,82.0,135.0,0.8481224,80.0,129.0,0.54363644,33.0,154.0,0.64015543,38.0,151.0,0.632588,123.0,137.0,0.88196516,123.0,134.0,0.7518681,223.0,147.0,0.75936496,224.0,144.0,0.72228026,187.0,68.0,0.81571877,186.0,68.0,0.48316646,0,Bhujangasana
Bhujangasana/74-0.png,67.0,31.0,0.69042337,94.0,32.0,0.70336115,91.0,30.0,0.78715,118.0,86.0,0.67372584,114.0,80.0,0.6868359,107.0,171.0,0.7824043,144.0,158.0,0.47573915,181.0,340.0,0.7585147,185.0,315.0,0.5741034,89.0,462.0,0.90535736,112.0,399.0,0.5423665,310.0,395.0,0.92984146,305.0,372.0,0.73084337,572.0,434.0,0.8660827,564.0,424.0,0.82102156,723.0,421.0,0.14543298,723.0,419.0,0.17798752,0,Bhujangasana
